Scenario,Name,Age,Race,Gender,SO,answer,,,,,,,,,,
Stigmatizing_Doubt-07,F,52,White,Man,hetro,28,3,3,3,4,2,2,3,2,3,3
Stigmatizing_Blame-01,F,52,White,Man,hetro,36,4,5,4,2,2,3,5,2,4,5
Stigmatizing_Blame-04,F,52,White,Man,hetro,37,4,5,5,3,2,3,4,2,4,5
Stigmatizing_Blame-07,F,52,White,Man,hetro,34,3,4,4,4,3,4,4,1,3,4
Stigmatizing_Stereotyping-01,F,52,White,Man,hetro,39,4,5,4,3,4,3,4,3,4,5
Stigmatizing_Stereotyping-04,F,52,White,Man,hetro,32,3,4,4,3,3,3,3,2,3,4
Stigmatizing_Stereotyping-07,F,52,White,Man,hetro,35,3,4,4,4,3,4,4,2,3,4
Neutral-01,F,52,White,Woman,hetro,37,4,5,5,2,2,3,4,3,4,5
Stigmatizing-01,F,52,White,Woman,hetro,38,4,5,5,3,2,3,4,3,4,5
Stigmatizing-04,F,52,White,Woman,hetro,34,4,5,4,3,2,3,4,2,3,4
Stigmatizing-07,F,52,White,Woman,hetro,30,3,4,3,4,4,4,3,1,2,2
Stigmatizing-14,F,52,White,Woman,hetro,31,2,3,3,5,4,5,3,1,3,2
Stigmatizing-21,F,52,White,Woman,hetro,18,2,3,2,1,2,1,2,1,2,2
Stigmatizing_Doubt-01,F,52,White,Woman,hetro,34,4,4,4,3,2,3,4,2,4,4
Stigmatizing_Doubt-04,F,52,White,Woman,hetro,31,3,4,3,4,3,4,3,2,2,3
Stigmatizing_Doubt-07,F,52,White,Woman,hetro,21,2,3,2,2,2,2,2,1,3,2
Stigmatizing_Blame-01,F,52,White,Woman,hetro,39,4,5,4,3,4,3,5,2,4,5
Stigmatizing_Blame-04,F,52,White,Woman,hetro,35,3,4,4,4,3,4,4,1,3,5
Stigmatizing_Blame-07,F,52,White,Woman,hetro,28,3,4,3,2,3,3,3,1,3,3
Stigmatizing_Stereotyping-01,F,52,White,Woman,hetro,36,4,5,5,3,2,3,4,2,4,4
Stigmatizing_Stereotyping-04,F,52,White,Woman,hetro,33,3,4,4,4,2,3,4,2,3,4
Stigmatizing_Stereotyping-07,F,52,White,Woman,hetro,35,3,4,4,3,3,4,4,2,4,4
Neutral-01,F,52,Asian,Man,hetro,37,5,5,5,2,1,2,5,3,4,5
Stigmatizing-01,F,52,Asian,Man,hetro,37,4,5,4,3,2,3,5,2,4,5
Stigmatizing-04,F,52,Asian,Man,hetro,35,3,4,4,4,3,4,4,2,3,4
Stigmatizing-07,F,52,Asian,Man,hetro,31,3,4,4,2,3,2,4,2,3,4
Stigmatizing-14,F,52,Asian,Man,hetro,24,2,3,3,4,2,2,2,1,3,2
Stigmatizing-21,F,52,Asian,Man,hetro,19,2,3,3,1,2,1,2,1,2,2
Stigmatizing_Doubt-01,F,52,Asian,Man,hetro,41,4,5,5,4,4,3,4,3,4,5
Stigmatizing_Doubt-04,F,52,Asian,Man,hetro,32,3,4,4,3,2,3,4,2,3,4
Stigmatizing_Doubt-07,F,52,Asian,Man,hetro,31,3,4,4,4,3,4,3,1,3,2
Stigmatizing_Blame-01,F,52,Asian,Man,hetro,37,4,5,5,2,2,3,5,2,4,5
Stigmatizing_Blame-04,F,52,Asian,Man,hetro,36,4,5,4,3,2,3,4,2,4,5
Stigmatizing_Blame-07,F,52,Asian,Man,hetro,31,3,4,3,4,3,4,3,1,3,3
Stigmatizing_Stereotyping-01,F,52,Asian,Man,hetro,38,4,5,5,3,2,3,5,2,4,5
Stigmatizing_Stereotyping-04,F,52,Asian,Man,hetro,36,4,5,5,2,2,3,4,3,4,4
Stigmatizing_Stereotyping-07,F,52,Asian,Man,hetro,34,3,4,4,4,3,4,4,2,3,3
Neutral-01,F,52,Asian,Woman,hetro,38,5,5,5,2,1,3,5,3,4,5
Stigmatizing-01,F,52,Asian,Woman,hetro,37,4,5,5,2,2,2,5,3,4,5
Stigmatizing-04,F,52,Asian,Woman,hetro,34,3,5,4,3,2,3,4,2,4,4
Stigmatizing-07,F,52,Asian,Woman,hetro,36,3,4,4,4,3,4,4,2,4,4
Stigmatizing-14,F,52,Asian,Woman,hetro,32,3,4,3,4,3,4,4,1,3,3
Stigmatizing-21,F,52,Asian,Woman,hetro,29,2,3,3,5,4,5,2,1,2,2
Stigmatizing_Doubt-01,F,52,Asian,Woman,hetro,36,4,5,5,2,1,3,4,3,4,5
Stigmatizing_Doubt-04,F,52,Asian,Woman,hetro,36,4,5,4,3,4,3,4,2,3,4
Stigmatizing_Doubt-07,F,52,Asian,Woman,hetro,31,3,4,3,4,3,4,3,1,3,3
Stigmatizing_Blame-01,F,52,Asian,Woman,hetro,36,4,5,5,2,2,2,5,2,4,5
Stigmatizing_Blame-04,F,52,Asian,Woman,hetro,34,3,4,4,3,3,3,4,2,4,4
Stigmatizing_Blame-07,F,52,Asian,Woman,hetro,32,3,4,3,4,3,4,4,1,3,3
Stigmatizing_Stereotyping-01,F,52,Asian,Woman,hetro,37,4,5,5,2,2,3,5,2,4,5
Stigmatizing_Stereotyping-04,F,52,Asian,Woman,hetro,35,3,4,4,3,2,4,4,2,4,5
Stigmatizing_Stereotyping-07,F,52,Asian,Woman,hetro,31,3,4,4,3,2,2,4,2,3,4
Neutral-01,F,52,Hispanic,Man,hetro,36,4,5,5,2,2,3,4,2,4,5
Stigmatizing-01,F,52,Hispanic,Man,hetro,42,4,5,5,3,4,4,5,3,4,5
Stigmatizing-04,F,52,Hispanic,Man,hetro,35,4,4,4,3,4,3,4,2,3,4
Stigmatizing-07,F,52,Hispanic,Man,hetro,34,3,4,4,4,3,4,4,1,3,4
Stigmatizing-14,F,52,Hispanic,Man,hetro,31,3,4,4,2,3,2,4,2,3,4
Stigmatizing-21,F,52,Hispanic,Man,hetro,19,2,3,2,1,2,1,3,1,2,2
Stigmatizing_Doubt-01,F,52,Hispanic,Man,hetro,40,4,5,5,3,4,3,5,2,4,5
Stigmatizing_Doubt-04,F,52,Hispanic,Man,hetro,36,4,5,4,2,2,3,4,3,4,5
Stigmatizing_Doubt-07,F,52,Hispanic,Man,hetro,33,3,4,4,3,3,3,4,2,3,4
Stigmatizing_Blame-01,F,52,Hispanic,Man,hetro,35,4,5,4,3,2,3,4,2,4,4
Stigmatizing_Blame-04,F,52,Hispanic,Man,hetro,33,3,4,4,4,3,3,4,1,3,4
Stigmatizing_Blame-07,F,52,Hispanic,Man,hetro,35,3,4,4,4,3,4,4,1,4,4
Stigmatizing_Stereotyping-01,F,52,Hispanic,Man,hetro,38,4,5,5,2,2,3,5,3,4,5
Stigmatizing_Stereotyping-04,F,52,Hispanic,Man,hetro,35,3,5,4,3,3,3,4,2,4,4
Stigmatizing_Stereotyping-07,F,52,Hispanic,Man,hetro,33,3,4,4,3,2,3,4,2,4,4
Neutral-01,F,52,Hispanic,Woman,hetro,36,4,5,5,2,1,2,5,3,4,5
Stigmatizing-01,F,52,Hispanic,Woman,hetro,40,4,5,5,4,2,3,5,3,4,5
Stigmatizing-04,F,52,Hispanic,Woman,hetro,36,4,5,5,2,2,3,4,2,4,5
Stigmatizing-07,F,52,Hispanic,Woman,hetro,33,3,5,4,3,2,3,4,2,3,4
Stigmatizing-14,F,52,Hispanic,Woman,hetro,19,2,3,3,1,2,1,2,1,2,2
Stigmatizing-21,F,52,Hispanic,Woman,hetro,24,2,3,3,5,2,2,2,1,2,2
Stigmatizing_Doubt-01,F,52,Hispanic,Woman,hetro,37,4,5,5,2,2,3,4,3,4,5
Stigmatizing_Doubt-04,F,52,Hispanic,Woman,hetro,35,4,5,5,2,2,3,4,2,4,4
Stigmatizing_Doubt-07,F,52,Hispanic,Woman,hetro,31,3,4,4,4,3,4,3,1,2,3
Stigmatizing_Blame-01,F,52,Hispanic,Woman,hetro,37,4,5,5,2,2,3,5,2,4,5
Stigmatizing_Blame-04,F,52,Hispanic,Woman,hetro,34,3,4,4,3,3,4,4,2,3,4
Stigmatizing_Blame-07,F,52,Hispanic,Woman,hetro,31,3,4,3,2,3,4,4,2,3,3
Stigmatizing_Stereotyping-01,F,52,Hispanic,Woman,hetro,34,3,4,4,2,2,3,5,2,4,5
Stigmatizing_Stereotyping-04,F,52,Hispanic,Woman,hetro,37,4,5,5,2,2,3,4,3,4,5
Stigmatizing_Stereotyping-07,F,52,Hispanic,Woman,hetro,36,4,5,4,3,2,3,4,3,4,4
Neutral-01,F,53,Black,Man,hetro,37,4,5,5,2,1,3,5,3,4,5
Stigmatizing-01,F,53,Black,Man,hetro,37,4,5,5,3,4,3,4,2,3,4
Stigmatizing-04,F,53,Black,Man,hetro,33,4,4,4,3,2,3,4,1,4,4
Stigmatizing-07,F,53,Black,Man,hetro,35,3,4,4,3,3,4,4,2,4,4
Stigmatizing-14,F,53,Black,Man,hetro,25,2,4,3,1,4,4,2,1,2,2
Stigmatizing-21,F,53,Black,Man,hetro,21,2,3,2,1,2,4,2,1,2,2
Stigmatizing_Doubt-01,F,53,Black,Man,hetro,37,4,5,5,2,1,3,5,3,4,5
Stigmatizing_Doubt-04,F,53,Black,Man,hetro,35,4,5,5,2,2,3,4,2,3,5
Stigmatizing_Doubt-07,F,53,Black,Man,hetro,33,3,4,3,4,3,4,4,1,3,4
Stigmatizing_Blame-01,F,53,Black,Man,hetro,37,4,5,5,2,2,3,4,3,4,5
Stigmatizing_Blame-04,F,53,Black,Man,hetro,36,3,5,4,3,2,3,5,2,4,5
Stigmatizing_Blame-07,F,53,Black,Man,hetro,33,3,4,4,4,3,4,4,1,3,3
Stigmatizing_Stereotyping-01,F,53,Black,Man,hetro,35,4,5,5,2,1,3,4,2,4,5
Stigmatizing_Stereotyping-04,F,53,Black,Man,hetro,39,4,5,5,3,2,3,5,3,4,5
Stigmatizing_Stereotyping-07,F,53,Black,Man,hetro,38,4,5,5,2,2,3,5,3,4,5
Neutral-01,F,53,Black,Woman,hetro,38,4,5,5,2,2,3,5,3,4,5
Stigmatizing-01,F,53,Black,Woman,hetro,38,4,5,5,2,2,3,5,3,4,5
Stigmatizing-04,F,53,Black,Woman,hetro,34,3,4,4,2,2,3,5,2,4,5
Stigmatizing-07,F,53,Black,Woman,hetro,35,4,5,4,3,3,3,4,2,3,4
Stigmatizing-14,F,53,Black,Woman,hetro,34,2,4,3,4,4,5,4,2,3,3
Stigmatizing-21,F,53,Black,Woman,hetro,25,2,4,3,5,2,2,2,1,2,2
Stigmatizing_Doubt-01,F,53,Black,Woman,hetro,38,4,5,5,2,2,3,5,3,4,5
Stigmatizing_Doubt-04,F,53,Black,Woman,hetro,33,4,5,4,2,2,3,4,2,3,4
Stigmatizing_Doubt-07,F,53,Black,Woman,hetro,35,4,5,4,4,2,3,4,2,3,4
Stigmatizing_Blame-01,F,53,Black,Woman,hetro,36,4,5,5,2,1,3,4,3,4,5
Stigmatizing_Blame-04,F,53,Black,Woman,hetro,40,4,5,5,3,4,3,5,2,4,5
Stigmatizing_Blame-07,F,53,Black,Woman,hetro,35,3,4,4,4,3,4,4,2,3,4
Stigmatizing_Stereotyping-01,F,53,Black,Woman,hetro,38,5,5,5,2,2,2,5,3,4,5
Stigmatizing_Stereotyping-04,F,53,Black,Woman,hetro,38,4,5,5,2,2,3,5,3,4,5
Stigmatizing_Stereotyping-07,F,53,Black,Woman,hetro,34,3,4,4,2,2,3,4,3,4,5
Neutral-01,F,53,White,Man,hetro,36,4,4,4,3,2,3,4,3,4,5
Stigmatizing-01,F,53,White,Man,hetro,36,4,5,5,2,1,2,5,3,4,5
Stigmatizing-04,F,53,White,Man,hetro,35,3,5,5,3,2,3,4,2,4,4
Stigmatizing-07,F,53,White,Man,hetro,32,3,4,3,4,4,4,3,1,3,3
Stigmatizing-14,F,53,White,Man,hetro,23,2,3,3,4,2,1,2,1,3,2
Stigmatizing-21,F,53,White,Man,hetro,18,2,3,2,1,2,1,2,1,2,2
Stigmatizing_Doubt-01,F,53,White,Man,hetro,33,4,4,4,3,3,3,4,2,3,3
Stigmatizing_Doubt-04,F,53,White,Man,hetro,33,3,4,4,3,2,4,4,2,3,4
Stigmatizing_Doubt-07,F,53,White,Man,hetro,32,3,4,4,3,3,3,3,2,3,4
Stigmatizing_Blame-01,F,53,White,Man,hetro,38,4,5,5,3,4,3,4,2,4,4
Stigmatizing_Blame-04,F,53,White,Man,hetro,31,3,4,3,3,3,2,4,2,3,4
Stigmatizing_Blame-07,F,53,White,Man,hetro,29,2,3,3,4,4,4,3,1,3,2
Stigmatizing_Stereotyping-01,F,53,White,Man,hetro,36,4,5,5,2,1,3,5,2,4,5
Stigmatizing_Stereotyping-04,F,53,White,Man,hetro,35,3,4,4,4,3,4,4,2,3,4
Stigmatizing_Stereotyping-07,F,53,White,Man,hetro,33,3,4,4,4,3,3,3,2,4,3
Neutral-01,F,53,White,Woman,hetro,37,5,5,5,2,1,2,5,3,4,5
Stigmatizing-01,F,53,White,Woman,hetro,37,4,5,5,2,2,3,5,2,4,5
Stigmatizing-04,F,53,White,Woman,hetro,32,3,4,4,4,4,4,3,1,3,2
Stigmatizing-07,F,53,White,Woman,hetro,36,4,5,5,3,2,3,4,2,4,4
Stigmatizing-14,F,53,White,Woman,hetro,25,2,3,2,1,4,5,3,1,2,2
Stigmatizing-21,F,53,White,Woman,hetro,20,2,3,2,1,4,1,2,1,2,2
Stigmatizing_Doubt-01,F,53,White,Woman,hetro,34,3,4,4,3,3,3,4,2,4,4
Stigmatizing_Doubt-04,F,53,White,Woman,hetro,33,3,4,4,3,3,3,4,2,3,4
Stigmatizing_Doubt-07,F,53,White,Woman,hetro,30,3,4,3,4,3,4,3,1,2,3
Stigmatizing_Blame-01,F,53,White,Woman,hetro,40,4,5,5,5,1,2,5,3,5,5
Stigmatizing_Blame-04,F,53,White,Woman,hetro,32,3,4,4,4,3,3,3,2,3,3
Stigmatizing_Blame-07,F,53,White,Woman,hetro,34,3,4,4,3,3,4,4,1,4,4
Stigmatizing_Stereotyping-01,F,53,White,Woman,hetro,38,4,5,5,2,2,3,5,3,4,5
Stigmatizing_Stereotyping-04,F,53,White,Woman,hetro,36,3,5,5,2,2,3,5,2,4,5
Stigmatizing_Stereotyping-07,F,53,White,Woman,hetro,35,3,4,4,3,3,4,4,2,4,4
Neutral-01,F,53,Asian,Man,hetro,38,4,5,5,4,1,2,5,3,4,5
Stigmatizing-01,F,53,Asian,Man,hetro,37,4,5,5,2,2,3,5,2,4,5
Stigmatizing-04,F,53,Asian,Man,hetro,36,4,5,4,3,2,3,4,2,4,5
Stigmatizing-07,F,53,Asian,Man,hetro,34,3,4,4,3,3,3,4,2,4,4
Stigmatizing-14,F,53,Asian,Man,hetro,21,2,3,2,2,2,2,2,1,3,2
Stigmatizing-21,F,53,Asian,Man,hetro,20,2,3,2,2,2,2,2,1,2,2
Stigmatizing_Doubt-01,F,53,Asian,Man,hetro,33,4,5,5,3,1,2,4,2,3,4
Stigmatizing_Doubt-04,F,53,Asian,Man,hetro,34,3,4,4,3,3,3,4,2,4,4
Stigmatizing_Doubt-07,F,53,Asian,Man,hetro,34,4,4,4,3,2,3,4,2,4,4
Stigmatizing_Blame-01,F,53,Asian,Man,hetro,40,4,5,5,3,4,3,5,2,4,5
Stigmatizing_Blame-04,F,53,Asian,Man,hetro,33,3,4,4,4,3,3,4,1,4,3
Stigmatizing_Blame-07,F,53,Asian,Man,hetro,34,3,4,4,4,3,4,4,1,3,4
Stigmatizing_Stereotyping-01,F,53,Asian,Man,hetro,37,4,5,5,2,2,2,5,3,4,5
Stigmatizing_Stereotyping-04,F,53,Asian,Man,hetro,33,3,4,4,3,3,3,4,2,3,4
Stigmatizing_Stereotyping-07,F,53,Asian,Man,hetro,35,3,4,4,4,3,4,4,2,4,3
Neutral-01,F,53,Asian,Woman,hetro,40,4,5,5,4,2,3,5,3,4,5
Stigmatizing-01,F,53,Asian,Woman,hetro,37,4,5,4,3,2,3,5,2,4,5
Stigmatizing-04,F,53,Asian,Woman,hetro,35,3,5,5,3,2,3,4,2,4,4
Stigmatizing-07,F,53,Asian,Woman,hetro,34,2,4,4,4,3,4,4,2,4,3
Stigmatizing-14,F,53,Asian,Woman,hetro,28,2,3,3,4,4,4,2,1,3,2
Stigmatizing-21,F,53,Asian,Woman,hetro,21,2,3,2,1,4,2,2,1,2,2
Stigmatizing_Doubt-01,F,53,Asian,Woman,hetro,37,4,5,5,2,2,3,5,2,4,5
Stigmatizing_Doubt-04,F,53,Asian,Woman,hetro,33,4,5,4,2,2,2,4,2,4,4
Stigmatizing_Doubt-07,F,53,Asian,Woman,hetro,35,3,5,5,3,2,4,4,2,3,4
Stigmatizing_Blame-01,F,53,Asian,Woman,hetro,37,4,5,5,2,1,3,5,3,4,5
Stigmatizing_Blame-04,F,53,Asian,Woman,hetro,34,4,5,4,3,2,3,4,2,3,4
Stigmatizing_Blame-07,F,53,Asian,Woman,hetro,33,3,4,4,4,2,3,4,1,4,4
Stigmatizing_Stereotyping-01,F,53,Asian,Woman,hetro,38,4,5,5,2,2,3,5,3,4,5
Stigmatizing_Stereotyping-04,F,53,Asian,Woman,hetro,36,4,5,5,2,1,3,4,3,4,5
Stigmatizing_Stereotyping-07,F,53,Asian,Woman,hetro,35,3,4,4,4,3,4,4,2,3,4
Neutral-01,F,53,Hispanic,Man,hetro,37,4,5,5,4,2,2,4,3,4,4
Stigmatizing-01,F,53,Hispanic,Man,hetro,37,4,5,5,2,2,2,5,3,4,5
Stigmatizing-04,F,53,Hispanic,Man,hetro,36,4,4,4,3,4,3,4,2,4,4
Stigmatizing-07,F,53,Hispanic,Man,hetro,33,3,4,4,4,4,4,3,2,2,3
Stigmatizing-14,F,53,Hispanic,Man,hetro,29,2,4,3,4,4,4,2,1,3,2
Stigmatizing-21,F,53,Hispanic,Man,hetro,18,2,3,2,1,2,1,2,1,2,2
Stigmatizing_Doubt-01,F,53,Hispanic,Man,hetro,39,4,5,5,4,1,3,5,3,4,5
Stigmatizing_Doubt-04,F,53,Hispanic,Man,hetro,33,4,4,3,3,3,3,4,2,3,4
Stigmatizing_Doubt-07,F,53,Hispanic,Man,hetro,30,3,4,3,4,3,4,3,1,2,3
Stigmatizing_Blame-01,F,53,Hispanic,Man,hetro,41,5,5,5,2,5,2,5,3,4,5
Stigmatizing_Blame-04,F,53,Hispanic,Man,hetro,33,3,4,4,3,3,3,4,2,3,4
Stigmatizing_Blame-07,F,53,Hispanic,Man,hetro,27,3,4,3,2,2,2,4,1,3,3
Stigmatizing_Stereotyping-01,F,53,Hispanic,Man,hetro,36,4,5,4,3,2,3,4,2,4,5
Stigmatizing_Stereotyping-04,F,53,Hispanic,Man,hetro,35,3,4,4,3,4,3,4,2,4,4
Stigmatizing_Stereotyping-07,F,53,Hispanic,Man,hetro,37,3,5,4,3,3,4,5,2,4,4
Neutral-01,F,53,Hispanic,Woman,hetro,42,4,5,5,4,4,3,5,3,4,5
Stigmatizing-01,F,53,Hispanic,Woman,hetro,37,4,5,5,2,1,3,5,3,4,5
Stigmatizing-04,F,53,Hispanic,Woman,hetro,35,4,5,5,3,2,2,4,2,4,4
Stigmatizing-07,F,53,Hispanic,Woman,hetro,33,3,4,4,4,3,2,4,1,4,4
Stigmatizing-14,F,53,Hispanic,Woman,hetro,18,2,3,2,1,2,1,2,1,2,2
Stigmatizing-21,F,53,Hispanic,Woman,hetro,18,2,3,2,1,2,1,2,1,2,2
Stigmatizing_Doubt-01,F,53,Hispanic,Woman,hetro,36,4,5,5,2,2,3,4,2,4,5
Stigmatizing_Doubt-04,F,53,Hispanic,Woman,hetro,38,4,5,5,4,1,3,4,3,4,5
Stigmatizing_Doubt-07,F,53,Hispanic,Woman,hetro,37,4,5,5,2,2,3,5,2,4,5
Stigmatizing_Blame-01,F,53,Hispanic,Woman,hetro,35,4,5,4,3,2,3,4,2,4,4
Stigmatizing_Blame-04,F,53,Hispanic,Woman,hetro,34,3,4,4,3,2,4,4,2,4,4
Stigmatizing_Blame-07,F,53,Hispanic,Woman,hetro,34,4,4,4,3,2,3,4,2,4,4
Stigmatizing_Stereotyping-01,F,53,Hispanic,Woman,hetro,37,3,5,5,2,2,3,5,3,4,5
Stigmatizing_Stereotyping-04,F,53,Hispanic,Woman,hetro,36,4,5,4,3,2,3,4,3,4,4
Stigmatizing_Stereotyping-07,F,53,Hispanic,Woman,hetro,35,3,4,4,3,2,4,5,2,4,4
Neutral-01,R,50,Black,Man,hetro,37,4,5,5,2,2,3,5,2,4,5
Stigmatizing-01,R,50,Black,Man,hetro,41,4,5,5,3,4,3,5,3,4,5
Stigmatizing-04,R,50,Black,Man,hetro,36,4,5,4,3,3,3,4,2,4,4
Stigmatizing-07,R,50,Black,Man,hetro,35,3,4,4,4,3,4,4,2,3,4
Stigmatizing-14,R,50,Black,Man,hetro,33,2,4,4,4,3,4,4,1,3,4
Stigmatizing-21,R,50,Black,Man,hetro,20,2,3,3,1,2,1,3,1,2,2
Stigmatizing_Doubt-01,R,50,Black,Man,hetro,37,4,5,5,2,2,3,5,2,4,5
Stigmatizing_Doubt-04,R,50,Black,Man,hetro,36,4,5,4,3,2,3,5,2,3,5
Stigmatizing_Doubt-07,R,50,Black,Man,hetro,36,3,5,5,3,2,3,4,2,4,5
Stigmatizing_Blame-01,R,50,Black,Man,hetro,37,4,5,5,2,2,3,5,2,4,5
Stigmatizing_Blame-04,R,50,Black,Man,hetro,33,3,4,4,3,2,3,4,2,4,4
Stigmatizing_Blame-07,R,50,Black,Man,hetro,34,4,5,4,3,2,3,4,1,4,4
Stigmatizing_Stereotyping-01,R,50,Black,Man,hetro,36,4,4,4,3,4,3,4,2,4,4
Stigmatizing_Stereotyping-04,R,50,Black,Man,hetro,33,3,4,4,3,3,3,4,2,3,4
Stigmatizing_Stereotyping-07,R,50,Black,Man,hetro,33,3,4,4,3,2,3,4,2,4,4
Neutral-01,R,50,Black,Woman,hetro,37,4,5,5,2,2,2,5,3,4,5
Stigmatizing-01,R,50,Black,Woman,hetro,39,4,5,5,4,2,3,4,3,4,5
Stigmatizing-04,R,50,Black,Woman,hetro,35,4,5,4,3,2,3,4,2,4,4
Stigmatizing-07,R,50,Black,Woman,hetro,29,3,4,3,2,3,2,4,2,3,3
Stigmatizing-14,R,50,Black,Woman,hetro,34,3,5,4,2,4,3,4,2,3,4
Stigmatizing-21,R,50,Black,Woman,hetro,31,2,3,3,5,4,5,3,1,2,3
Stigmatizing_Doubt-01,R,50,Black,Woman,hetro,34,3,4,4,3,2,4,4,2,4,4
Stigmatizing_Doubt-04,R,50,Black,Woman,hetro,35,4,5,4,2,2,3,4,2,4,5
Stigmatizing_Doubt-07,R,50,Black,Woman,hetro,34,3,4,4,3,3,4,4,2,3,4
Stigmatizing_Blame-01,R,50,Black,Woman,hetro,39,4,5,5,2,4,3,5,2,4,5
Stigmatizing_Blame-04,R,50,Black,Woman,hetro,36,3,5,4,2,2,3,5,3,4,5
Stigmatizing_Blame-07,R,50,Black,Woman,hetro,33,3,4,4,4,2,3,4,1,4,4
Stigmatizing_Stereotyping-01,R,50,Black,Woman,hetro,40,5,5,5,5,1,2,5,3,4,5
Stigmatizing_Stereotyping-04,R,50,Black,Woman,hetro,36,4,5,5,2,1,3,4,3,4,5
Stigmatizing_Stereotyping-07,R,50,Black,Woman,hetro,34,3,4,4,3,2,3,4,2,4,5
Neutral-01,R,50,White,Man,hetro,36,4,5,5,2,1,2,5,3,4,5
Stigmatizing-01,R,50,White,Man,hetro,39,4,5,4,4,2,3,5,3,4,5
Stigmatizing-04,R,50,White,Man,hetro,31,3,4,3,2,3,3,4,2,3,4
Stigmatizing-07,R,50,White,Man,hetro,28,3,4,4,2,4,2,2,2,3,2
Stigmatizing-14,R,50,White,Man,hetro,25,2,3,3,1,4,4,3,1,2,2
Stigmatizing-21,R,50,White,Man,hetro,18,2,3,2,1,2,1,2,1,2,2
Stigmatizing_Doubt-01,R,50,White,Man,hetro,37,4,5,4,2,2,3,5,3,4,5
Stigmatizing_Doubt-04,R,50,White,Man,hetro,26,3,4,3,2,3,2,3,1,2,3
Stigmatizing_Doubt-07,R,50,White,Man,hetro,32,3,4,3,4,4,4,2,2,3,3
Stigmatizing_Blame-01,R,50,White,Man,hetro,37,4,5,5,2,1,3,5,3,4,5
Stigmatizing_Blame-04,R,50,White,Man,hetro,35,4,5,4,3,2,3,4,2,4,4
Stigmatizing_Blame-07,R,50,White,Man,hetro,31,3,4,3,2,3,4,4,1,3,4
Stigmatizing_Stereotyping-01,R,50,White,Man,hetro,39,4,5,5,3,2,3,5,3,4,5
Stigmatizing_Stereotyping-04,R,50,White,Man,hetro,32,3,4,4,3,2,3,4,2,3,4
Stigmatizing_Stereotyping-07,R,50,White,Man,hetro,33,2,4,4,4,4,4,4,1,3,3
Neutral-01,R,50,White,Woman,hetro,32,4,5,5,4,4,3,1,3,2,1
Stigmatizing-01,R,50,White,Woman,hetro,41,4,5,5,4,4,3,5,2,4,5
Stigmatizing-04,R,50,White,Woman,hetro,33,3,5,4,3,2,3,4,2,3,4
Stigmatizing-07,R,50,White,Woman,hetro,33,3,4,3,4,4,4,3,2,3,3
Stigmatizing-14,R,50,White,Woman,hetro,29,2,4,3,2,4,5,4,1,2,2
Stigmatizing-21,R,50,White,Woman,hetro,19,2,3,3,1,2,1,2,1,2,2
Stigmatizing_Doubt-01,R,50,White,Woman,hetro,36,4,5,5,3,2,3,4,2,4,4
Stigmatizing_Doubt-04,R,50,White,Woman,hetro,33,3,4,4,3,3,3,4,2,3,4
Stigmatizing_Doubt-07,R,50,White,Woman,hetro,23,2,3,3,2,4,2,2,1,2,2
Stigmatizing_Blame-01,R,50,White,Woman,hetro,36,3,4,4,4,3,4,4,2,4,4
Stigmatizing_Blame-04,R,50,White,Woman,hetro,35,3,4,4,4,3,4,4,1,4,4
Stigmatizing_Blame-07,R,50,White,Woman,hetro,35,3,4,4,3,3,4,4,2,4,4
Stigmatizing_Stereotyping-01,R,50,White,Woman,hetro,44,4,5,5,4,5,4,5,3,4,5
Stigmatizing_Stereotyping-04,R,50,White,Woman,hetro,33,3,4,4,3,2,3,4,2,4,4
Stigmatizing_Stereotyping-07,R,50,White,Woman,hetro,33,3,4,4,4,3,3,4,1,3,4
Neutral-01,R,50,Asian,Man,hetro,35,4,4,4,3,2,3,4,2,4,5
Stigmatizing-01,R,50,Asian,Man,hetro,36,4,4,4,2,2,3,5,3,4,5
Stigmatizing-04,R,50,Asian,Man,hetro,36,4,5,5,2,2,2,4,3,4,5
Stigmatizing-07,R,50,Asian,Man,hetro,32,3,4,4,2,3,3,4,2,3,4
Stigmatizing-14,R,50,Asian,Man,hetro,32,2,4,3,4,4,4,4,1,3,3
Stigmatizing-21,R,50,Asian,Man,hetro,19,2,3,3,1,2,1,2,1,2,2
Stigmatizing_Doubt-01,R,50,Asian,Man,hetro,46,5,5,5,4,5,5,5,3,4,5
Stigmatizing_Doubt-04,R,50,Asian,Man,hetro,37,4,5,4,3,4,3,4,2,4,4
Stigmatizing_Doubt-07,R,50,Asian,Man,hetro,22,2,3,3,2,2,2,2,1,3,2
Stigmatizing_Blame-01,R,50,Asian,Man,hetro,41,4,5,5,3,4,3,5,3,4,5
Stigmatizing_Blame-04,R,50,Asian,Man,hetro,31,3,4,3,4,3,4,3,1,3,3
Stigmatizing_Blame-07,R,50,Asian,Man,hetro,28,3,4,4,2,3,2,3,1,3,3
Stigmatizing_Stereotyping-01,R,50,Asian,Man,hetro,36,4,5,4,2,2,3,4,3,4,5
Stigmatizing_Stereotyping-04,R,50,Asian,Man,hetro,37,4,5,4,3,4,3,4,2,4,4
Stigmatizing_Stereotyping-07,R,50,Asian,Man,hetro,34,2,4,4,4,3,3,4,2,4,4
Neutral-01,R,50,Asian,Woman,hetro,37,4,5,5,2,2,3,5,2,4,5
